country,host_uni,ntu_code,ntu_name,ntu_type,foreign_code,foreign_name,au,status,year,sem,assessment,contact_hours,credits,comments,coordinator_remarks,staff,url,syllabus,textbooks
CHINA,Tsinghua University - Department Of Electrical Engineering,BDE,BDE,BDE,80231242,Network-Centric Computing and Blockchain Technologies,3,Approved,2025,1,"assignments, labs, projects, exam",32,2 credits,na,,?? ( h-yin@mail.tsinghua.edu.cn ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b69336153301c9aa596522b20bc86e6e559a9b290/js.vjsKcbBs.do?m=showToXs&p_id=2006990024;44100593,"This course concentrates on two primary themes: ""Evolution of Network-Centric Computing Paradigms"" and ""Construction of Blockchain Trust Mechanisms."" It dissects the paradigm shift in distributed computing from resource collaboration, exemplified by P2P architecture, to trust empowerment, typified by consensus algorithms. By focusing on the technical essence of blockchain as a distributed trust engine, the course provides a layered analysis of its architecture and engineering practices. The curriculum covers the following topics: the technical evolution context, ranging from network computing fundamentals (TCP/IP, edge computing) to core blockchain technologies (cryptography, consensus mechanisms, smart contracts, etc.); the decentralized ecosystem, including oracles, DAO governance models, and cross-chain interoperability; development and engineering practices, such as DApp development paradigms, performance optimization (Layer 2 scaling), and security audits; and cutting-edge application scenarios, such as DeFi protocols, distributed identities, and data element circulation. In the context of the emerging Web3 technology ecosystem, students are trained to develop a comprehensive knowledge system encompassing ""architecture, development, and governance.""",na
CHINA,Tsinghua University - Department Of Electrical Engineering,BDE,BDE,BDE,00040202,Big Data in Water Sciences: Theory and Practice,3,Approved,2024,2,Assignments,32,2,-,,Tiejian Li ( litiejian@tsinghua.edu.cn ),https://zhjw.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=2010990078;00040202,"The explosive growth of information has become one of the most significant features of this era. As a new data management and analysis method, big data has been applied in many fields and has produced practical benefits. The water conservancy industry is also undergoing a new round of changes. Water conservancy research is increasingly combining the latest achievements in the field of information, and is gradually forming a new method system that is different from traditional water conservancy. Water conservancy big data has been formed. Water conservancy big data is the cornerstone of the concept system of water conservancy informatization, digital water conservancy, and smart water conservancy in the future. It is a major trend in the development of the water conservancy industry. Its theoretical and methodological system is gradually being improved and systematized, forming a new branch discipline. The ability to process and analyze large-scale data is becoming an important basic ability for water conservancy researchers. Whether in cutting-edge academic research or in actual engineering, the proportion of demand for processing and analyzing massive data is also increasing. However, due to the lack of corresponding content in the undergraduate subject education system, many master's and doctoral students in the Department of Water Conservancy often need to spend a lot of time and energy on data processing when encountering large-scale data problems in scientific research. They also lack basic concepts on how to use data to mine information, which affects scientific research efficiency. Therefore, it is very necessary and urgent to offer a professional course that introduces the theoretical methods of water conservancy big data analysis and focuses on cultivating students' practical hands-on ability at the undergraduate level. The content of this course is designed based on the above needs. It aims to combine the characteristics of water conservancy disciplines to explain the commonly used big data analysis methods in water conservancy work; combine actual cases to introduce the actual effects of big data in water conservancy work; set up big data processing programming practice content, and focus on cultivating students' practical hands-on problem-solving ability. The entire content of this course consists of three parts: principle teaching, programming skills teaching, and homework discussion and presentation. The principle teaching content covers the basic methods of mathematical and statistical analysis, machine learning and data modeling methods involved in the field of water conservancy, and comprehensive special analysis of water conservancy big data applications. It introduces how to use big data methods to deal with water conservancy problems from a shallow to deep level. The programming skills teaching cultivates students' ability to actually deal with big data problems from a practical perspective. The programming language Python is selected as the teaching content, focusing on the needs of scientific computing, data analysis and visualization, and explaining a series of practical tool libraries. The discussion and presentation part of the assignments will further train students' practical abilities. Two major assignments will be set around common problems in water conservancy big data research, and discussion and guidance sessions will be provided while students complete their assignments.",-
CHINA,Tsinghua University - Department Of Electrical Engineering,BDE,BDE,BDE,20230313,Foundation of Solid State Physics,3,Approved,2024,2,Unavailable,48,3,Unavailable,,Unavailable ( Unavailable ),https://www.tsinghua.edu.cn/en/pdf/ut2022.pdf,"Solid-state physics studies the foundations of our world --- solid materials. We start with the introduction of materials science and crystal structures, and analyse the electronic, optical, thermal and magnetic behaviors of solids, based on theories of classical physics, electrodynamics, quantum and statistical mechanics. Emerging applications such as semiconductor diodes, photonic devices and superconductors will also be briefly covered.",Unavailable
CHINA,Tsinghua University - Department Of Electrical Engineering,BDE,BDE,BDE,30150372,Modeling and Simulation with Matlab,3,Approved,2024,2,Exams,32,2,-,,Liang Fei Xu ( xuliangfei@tsinghua.edu.cn ),https://zhjw.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=2011990089;30150372,"This course is about the basic knowledge on application of Matlab, mainly focuses on m-language, simulation/stateflow, AppDesigner, hardware-in-the-loop (HIL), and automatic code generation. Students are required to have basic knowledge about C language, matrix operations, and system modeling. Class teaching and experiments are designed for this course. Students will learn how to analyze experimental data, as well as how to simulate the dynamic performances of a real system with Matlab/Simulink.",-
CHINA,Tsinghua University - Department Of Electrical Engineering,BDE,BDE,BDE,30160203,Applied Statistics and Data Analytics,3,Approved,2024,2,"Assignments, Exams",48,3,-,,Chen Wang ( chenwang@tsinghua.edu.cn ),https://zhjw.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=2013990105;30160203,"This introductory course deals with using models of applied statistics to analyze data. The topics covered in this course include estimation, hypothesis testing, linear regression models, model assessment and selection, and a selective list of statistical learning topics such as generalized linear models, classification, and cluster analysis. This course aims to cover a reasonably wide range of applied statistics models, and emphasize both theoretical and hands-on aspects of those models. Students who have finished this class should understand the basics of statistics, and would be ready for continuing with advanced courses in data analytics and statistical learning.",-
CHINA,Tsinghua University - Department Of Electrical Engineering,BDE,BDE,BDE,30230162,Fundamentals of Computer Graphics,3,Approved,2024,2,Assignments,32,2,-,,Li Zhang ( chinazhangli@mail.tsinghua.edu.cn ),https://zhjw.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=1992990066;30230162,"Computer graphics is an emerging discipline that studies how to use digital computers to generate, process and display graphics. It has been widely used in human-computer interaction, data visualization, television advertising, animation, science, engineering, industry and other application fields. As a student of the Department of Electronic Engineering, it is necessary to develop the theory of computer graphics and apply the theory of computer graphics to practical application fields. This is the training goal of this course. This course mainly teaches the generation and rapid algorithms of basic graphics such as discrete points, lines (straight lines, curves), surfaces, volumes, and realistic graphics. It also introduces the filling, transformation, cropping, hiding, coloring, display, and application of graphics.",-
CHINA,Tsinghua University - Department Of Electrical Engineering,BDE,BDE,BDE,30231002,Probability and Stochastic Processes (1),3,Approved,2024,2,Unavailable,32,2,Unavailable,,Unavailable ( Unavailable ),https://www.tsinghua.edu.cn/en/pdf/ut2022.pdf,"This course covers the basic knowledge of elementary probability without rigorous treatment via measure theoretical tools. It includes probability spaces (sample spaces, sigma fields and probability), random variables with its probability distribution, distribution functions and probability density, independence, conditional probability, discrete random variables (Bernoulli, Binomial, Poisson, Geometrical, Hyper-geometrical, Negative binomial), continuous random variables (Uniform, Exponential, Gaussian), numerical characteristic of random variables (expectation, variation, high-order moments, entropy), transformation of random variables with its derived distribution, conditional expectation and conditional distribution, characteristic functions and basic limit theorems.",Unavailable
CHINA,Tsinghua University - Department Of Electrical Engineering,BDE,BDE,BDE,40140993,Research Practice,3,Approved,2024,2,Unavailable,48,3,Unavailable,,Unavailable ( Unavailable ),,"This course aims to develop students? capability to perform scientific research as well as other challenges being considered during the process of conducting research and technology development. Course content includes basic methodologies of scientific research, invited talks from both industry and academia, revisit of recent research problems, methods, and analyses, introduction to professional ethics in scientific research and engineering, safety and regulations for conducting scientific research. The course will be offered in the forms of lectures, group discussion and interactions, invited talks, conducting actual research problems, and mock procedures and presentations of international conferences for evaluation of final projects.",Unavailable
CHINA,Tsinghua University - Department Of Electrical Engineering,BDE,BDE,BDE,40240492,Data Mining,3,Approved,2024,2,"Mid-term, Projects",32,2,-,,Juanzi Li ( lijuanzi@tsinghua.edu.cn ),https://zhjw.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=2001990257;40240492,"The Internet has stepped into the era of big data, and there is an urgent for new technologies and tools to extract hidden valuable knowledge and information from the massive data automatically and intelligently. Therefore, data mining, as the inevitable result of large- scale data processing, has become an indispensable data processing technology now. The course? objective is to enable students to understand the research, basic theory and applications of data mining. Students will learn the main tasks and latest technologies at all data mining stages, and master the key algorithms. This course will lay the necessary foundation for their future work and research on large-scale data processing and mining. The course content includes: ? 1? The overview of data mining ?2? Data representation and visualization: introduce how to accurately represent the semantics and features of the real-world data for computer processing, and briefly describe some data visualization methods ?3? Data preprocessing techniques: introduce how to obtain high-quality data through data preprocessing, especially the techniques on noise data processing, data integration and data transformation ?4? Data warehouse techniques: briefly introduce the basic technology of data warehouse, including the data model, architecture, and applications ? 5? Association rule mining: introduce the classical algorithms for data association mining ?6? Classification: introduce different classification algorithms which learn classifiers from labeled data to classify the new data ?7? Clustering: introduce the clustering methods which organize the large-scale data into clusters to unveil the data distribution ?8? The trends of data mining: analyze the future development trends and challenges of data mining",-
CHINA,Tsinghua University - Department Of Electrical Engineering,BDE,BDE,BDE,40470423,Natural Language Processing,3,Approved,2024,2,"2 assignments, 1 group project and 1 examination",48,3,-,,- ( - ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2024990085;40470423,"This course will cover recent advancements in the field of natural language processing, including neural network-related attention neural networks, pre-trained models, and agents, as well as some classic models before the rise of neural networks, such as hidden Markov models. The course focuses not only on the explanation of basic algorithms but also dedicates nearly half of the time to discussing open questions at the forefront of academic research.",-
CHINA,Tsinghua University - Department Of Electrical Engineering,DA3000,THINK & COMM VISUALLY III,Core,30807952,Digital-Aided Design,3,Approved,2025,1,Projects,32,2 credits,na,,??? ( chenlq@mail.tsinghua.edu.cn ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b69336153301c9aa596522b20bc86e6e559a9b290/js.vjsKcbBs.do?m=showToXs&p_id=2019990072;30807952,"The focus of the Digital-Aided Design course is to help students gain an initial understanding of the concepts and methods of computer-aided design, as well as the software and hardware working environment, and to begin mastering and applying relevant software tools. The course combines detailed explanations of commonly used commands in foundational software with fast-paced in-class modeling exercises, enabling students to develop a basic understanding and initial proficiency in using these tools. On this basis, through the practice of a major design project, students will be trained to master the digital-aided design workflow of modeling, rendering, and animation in a relatively complete manner, thus laying the foundation for further proficiency in digital-aided design methods.",na
CHINA,Tsinghua University - Department Of Electrical Engineering,DA3000,THINK & COMM VISUALLY III,Core,40231253,Media and Cognition,3,Approved,2025,1,test,48,3 credits,na,,?? ( fanglu@tsinghua.edu.cn ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b69336153301c9aa596522b20bc86e6e559a9b290/js.vjsKcbBs.do?m=showToXs&p_id=2020990148;40231253,"With the background of cognitive science and media information technology, the course ""media and cognition"" introduces the research objects, objectives, methods and latest research progress in the field of media and information technology, including the interdisciplinary integration of digital media, intelligent systems, cognitive science and psychology, so that students can learn about its development history, research status and future topics from the perspective of the integration of science, engineering and literature, which paves the way for high-level and innovative research in the future.","[1] Multimedia Technology Tutorial, Lin Fuzong, Tsinghua University Press [2] Pattern Recognition (2nd Edition), Bian Zhaoqi and Zhang Xuegong, Tsinghua University Press [3] Cognitive Neuroscience (3rd Edition), Michael S. Gazzaniga"
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3011,MODELLING & CONTROL,BDE,30220363,??????(?),3,Approved,2025,1,7 Assignments (14%) 6 quizzes (18%) Comprehensive Exercises (8%) Final Examination (60%),48,3,-,,?? ( - ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2002990140;30220363,"This course provides the basic knowledge about classical control theory, modern control theory and discrete control theory. For classical control theory, the following contents will be introduced: system modeling, transfer function and its transformation, concepts and criteria for system stability, time-domain and frequency-domain analysis methods for control systems, control system design using time-domain and frequency-domain methods. For modern control theory, the following contents will be taught: state space model of a control system? observability and controllability of a system, state feedback controller, state observer and implement of a state feedback controller using signals from a state observer, etc. For discrete control theory, the following contents will be addressed: modeling and analysis methods for discrete control systems, design methods for a discrete-data controller, etc. This course is delivered in English.",-
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3011,MODELLING & CONTROL,Major-PE,30220343,Principles of Automatic Control,3,Approved,2025,1,Final: 65% Midterm:20% Coursework:15%,48,3,I have translated the course description into English version for better understanding.,,HU WEI ( NA ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b69336153301c9aa596522b20bc86e6e559a9b290/js.vjsKcbBs.do?m=showToXs&p_id=2014990070;30220343,"With the development of production and scientific technology, automatic control technology plays an increasingly significant role in both the national economy and national defense. Its application not only enables the automation of production processes?greatly improving labor productivity and product quality, and enhancing working conditions?but also plays a vital role in human efforts to explore new energy sources, advance space technology, and improve living standards. Through this course, students will master the fundamental methods of analysis and design for automatic control systems. These include time-domain analysis, root locus analysis, frequency-domain analysis, state-space analysis, and sampled-data system analysis. These form the foundation for designing various types of computer-based control systems. The course aims to develop the following core competencies in students: Master the working principles, analysis, and synthesis of linear time- invariant continuous single-input single-output closed-loop control systems within classical control theory. Understand the principles and general rules of feedback control system design and analysis, enabling students to gain an initial ability to analyze and design automatic control systems and elevate their understanding of system behavior to a higher level. Gain an understanding of commonly used sensing devices and actuators in control systems, their working principles, the process of establishing mathematical models, and the current state of development of automatic control principles and classical control theory. Learn and master system simulation techniques, including both analog and digital simulations. This helps students develop a solid concept of simulation and apply it flexibly to solve real-world problems. Students will also acquire fundamental skills in performing principle-based experiments using analog and digital simulation methods.","Dai Zhongda (Chief Editor), Fundamentals of Automatic Control Theory, Tsinghua University Press, 1991. Katsuhiko Ogata, Modern Control Engineering (3rd Edition), Electronics Industry Press, 2000. Benjamin C. Kuo, Automatic Control Systems (4th Edition), Beijing University of Science and Technology Press, 1987. Richard C. Dorf & Robert H. Bishop, Modern Control Systems, Higher Education Press, 2001. Hu Shousong (Chief Editor), Principles of Automatic Control, Science Press, 2001. Hu Shousong (Chief Editor), Principles of Automatic Control ? Exercise Book, Science Press, 2003."
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3018,INTRODUCTION TO PHOTONICS TECH,BDE,80230793,Introduction to Integrated-Optoelectronics,3,Approved,2025,1,Examination,48,3,-,,"???,??,?? ( - )",https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2000990293;80230793,"Integrated optoelectronics, also known as semiconductor optoelectronics, is the study of semiconductor photonics and optoelectronic devices, involving the physical concepts, operating principles, and fabrication techniques of various semiconductor optoelectronic devices. This course mainly includes the basic properties of semiconductor materials, the basic theory of semiconductor lasers (lateral optical waveguide analysis, excitation mechanism and conditions, gain theory), modulation of optical signals, semiconductor optical modulators and integrated light source devices and semiconductor optoelectronic device fabrication techniques, etc., introducing the basic physical concepts and fabrication methods involved in semiconductor optoelectronic devices, analyzing the basic working principles of the devices. This course will provide a solid foundation for future research in semiconductor optoelectronic devices and fiber optic communication systems.",???? ????L. A.????? S.W?????????????? ?????????????2006 ???? ?????????? ??????????2018 Larry A. Coldren?Diode Lasers and Photonic Integrated Circuit?Wiley Press?2012 ????????? ??????????2000 H. C. Casey?M. B. Panish? Heterostructure Lasers?Academic Press?1978 ????????? ??????????????1983
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3019,INTEGRATED ELECTRONICS,Major-PE,30230973,Principles of Analog Circuits,3,Approved,2025,1,"quiz, semester exam",48hours,3 au,NA,,NA ( NA ),,"Principles of Analog Circuits provides essential understanding of analog circuits characteristics, analysis and design methods. It contains basic devices, circuits and their applications, including: microelectronic devices (PN junction, diode, bipolar transistor and FETs) , essential amplifier circuits(CE/CB/CC amp, differential amp, output stage), negative feedback amplifier, op-amp ICs, classic application circuits (active filters, ADCs/DACs, signal generators, regulated power supplies) . The unideal effects on the practical circuits is discussed. Some projects of circuit analysis and design with SPICE simulation are included.","Fundamentals of Electronic Circuits"" (2nd Edition) by Gao Wenhuan and Li Dongmei, published by Higher Education Press."
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3019,INTEGRATED ELECTRONICS,Major-PE,70230243,Advanced Analog Integrated Circuits,3,Approved,2025,1,Final Exam,48hours,3,NA,,NA ( NA ),,Analysis and design of analog integrated circuits; transistor models; simple and advanced current mirrors; single-ended amplifiers; differential amplifiers; operational amplifiers; frequency response; feedback theory; stability analysis; circuit non-idealities and noise; output stages; analog filters. EDA tools for circuit analysis and design.,"Nan Sun, Jiaxin Liu, and Lu Jie. Modern Analog Integrated Circuit Design (????????????). Tsinghua University Press, 2024. Razavi, Design of Analog CMOS Integrated Circuits, McGraw-Hill, 2016. Paul Gray et al., Analysis and Design of Analog Integrated Circuits, Wiley, 2009. Johan Huijsing, Operational Amplifiers, Springer, 2017. Phillip Allen et al, CMOS Analog Circuit Design, Oxford University Press, 2002. Tony Carusone, David Johns, & Ken Martin, Analog Integrated Circuit Design, Wiley, 2011"
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3019,INTEGRATED ELECTRONICS,Major-PE,70260053,Analog VLSI Circuits A,3,Approved,2025,1,Final Exam,48hours,3 au,NA,,NA ( NA ),,"The course content is mainly divided into five parts. The first part is a review of transistor models. The second part covers basic circuit building blocks, including single-transistor amplifiers, differential amplifiers, and current mirrors. The third part focuses on operational amplifiers, which is the core of the course. It emphasizes stability analysis and introduces various op-amp architectures and their performance characteristics. The fourth part addresses key concepts and performance analyses in analog circuit design and applications, such as feedback, noise, distortion, and offset. The fifth part introduces several functional circuits, including switched-capacitor circuits, continuous-time filters, and analog-to-digital converters. The course also includes supplementary content on new architectures and design methodologies for analog integrated circuits under advanced process technologies. To help students fully grasp the design methods and workflow of analog integrated circuits, simulation- based circuit verification will be integrated into the assignments alongside theoretical instruction.","Analysis and Design of Analog Integrated Circuits by P. Gray et al., John Wiley & Sons Inc., 2011 (5th Edition), and Analog Design Essentials by W. Sansen, 2006. Recommended references include Design of CMOS Integrated Circuits by Behzad Razavi, McGraw-Hill Inc., 2001, and CMOS Analog Circuit Design by P. Allen and D. Holberg, Oxford University Press, 2011 (3rd Edition)."
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3101,ENG ELECTROMAGNETICS,Core,30230303,ELECTROMAGNETIC FIELDS AND WAVES,3,Approved,2025,1,- Homework: 10% of total grade - Midterm exam: 30% of total grade - Final exam: 60% of total grade,48,3,-,,??? ( xuexx@tsinghua.edu.cn ),http://zhjw.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=2016990006;30230303,"Chapter 1: Introduction to Electromagnetic Field Theory (Fundamentals) 1.1 Basic concepts and fundamental laws of electromagnetic fields 1.2 Relationship between circuit theory and electromagnetic field theory 1.3 Boundary conditions for electromagnetic fields and transmission line equations Chapter 2: Electrostatics 2.1 Basic concepts and fundamental principles of electrostatics 2.2 Methods for solving electrostatic field problems, image method 2.3 Conductors in electrostatic fields 2.4 Electric field energy and force 2.5 Capacitors and their applications, calculation of capacitance, energy relations 2.6 Basic principles of electrostatic field instruments 2.7 Methods for calculating electromagnetic field energy 2.8 First summary 2.9 Green's theorem, reciprocity theorem, boundary value problems 2.10 Review 2.11 Assignment 2.12 Exam Chapter 3: Steady Current Field (Elementary) 3.1 Basic principles, Ohm's law application range, current density and electric field strength relationship 3.2 Methods for steady current field calculation, similarity to electrostatics Lecture Schedule: 3.1 Field coupling, electromagnetic induction, circuit elements 3.4 Solution methods for electromagnetic field problems 3.5 Electromagnetic wave propagation basics Supplementary: Relationship between circuit theory and electromagnetic field theory (Part 2) 4.1 Maxwell's equations and their physical meaning 4.2 Boundary conditions for electromagnetic fields 4.3 Electromagnetic wave equations and their solutions 4.4 Plane wave propagation in free space, characteristic impedance 4.5 Wave polarization concepts 4.6 Reflection and transmission at interfaces, reflection coefficient calculation 4.7 Standing waves in one-dimensional transmission lines, standing wave patterns 4.8 Wave propagation in lossy media 4.9 Fundamentals 4.10 Guided waves 4.11 Optical fibers Summary: Problem-solving methods (12 lessons) 5.1 Practical electromagnetic field calculation problems, applications, circuit elements, transmission line parameters 5.2 Analysis methods for electromagnetic field problems 5.3 Review 5.4 Circuit analysis and design 5.5 Electromagnetic field design, calculations, and applications 5.6 Summary and review 5.7 Final summary","Chapter 1: Introduction to Electromagnetic Field Theory (Fundamentals) 1.1 Basic concepts and fundamental laws of electromagnetic fields 1.2 Relationship between circuit theory and electromagnetic field theory 1.3 Boundary conditions for electromagnetic fields and transmission line equations Chapter 2: Electrostatics 2.1 Basic concepts and fundamental principles of electrostatics 2.2 Methods for solving electrostatic field problems, image method 2.3 Conductors in electrostatic fields 2.4 Electric field energy and force 2.5 Capacitors and their applications, calculation of capacitance, energy relations 2.6 Basic principles of electrostatic field instruments 2.7 Methods for calculating electromagnetic field energy 2.8 First summary 2.9 Green's theorem, reciprocity theorem, boundary value problems 2.10 Review 2.11 Assignment 2.12 Exam Chapter 3: Steady Current Field (Elementary) 3.1 Basic principles, Ohm's law application range, current density and electric field strength relationship 3.2 Methods for steady current field calculation, similarity to electrostatics"
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3101,ENG ELECTROMAGNETICS,Core,30231053,Electromagnetic Field and Wave,3,Approved,2024,2,NIL,48hours,3,NIL,,NIL ( NIL ),https://www.tsinghua.edu.cn/en/pdf/ut2022.pdf,"Electromagnetic field and wave is the theoretical foundation for the studies of electrical circuits, wave optics and optoelectronics, microwave systems, and provides the basic method and tool for understanding, analyzing, and solving problems involving electromagnetism. The course will introduce vector analysis, Maxwell's equations, Lorentz force, electrostatics and magnetostatics, electrodynamcis and propagation of EM waves, and radiation. Beside basic principles, the course will introduce a number of examples including electrical circuits, optical and RF waveguides, antenna, and electrical measurement in biomedical applications, such that the students can implement the theory to solve real-world problems.",NIL
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3180,DESIGN & INNOVATION PROJ,Core,30220542,"Design, Analysis and Control of Electrical Machines",3,Approved,2025,1,Coursework,48,2,-,,- ( - ),https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421eaff4b8b227e6b597d469dbf915b243d1569e38ddd4b59c06f/js.vjsKcbBs.do?m=showToXs&p_id=2010990029;30220542,"This course builds upon the undergraduate teaching of Electrical Machines and develops exploratory design learning in the design, analysis, and control of motors and transformers. Based on the content of Electrical Machines and self-study outside class, students will research and understand the application requirements of motors and transformers in high-frequency power supplies, renewable energy grid integration, and new energy vehicles. They will study and discuss major technical solutions and the latest developments. Students will learn and master mainstream electromagnetic simulation software, modeling, simulation, and parameter analysis methods for motors and transformers. They will build simulation models of key motors and transformers used in modern power electronic equipment, renewable energy, and new energy vehicles, and perform comparative analysis and optimization design of their main technical indicators. According to assigned topics and requirements, students will independently design motors and transformers, compare them with currently mature equipment, and explore the relationship between the performance of electrical equipment and its key electromagnetic parameters and structural design. Students will also carry out hands-on design and manufacturing of motors and transformers, complete prototype fabrication in the laboratory, and conduct experimental testing. By comparing the measured parameters and performance indicators with their design and simulation results, they will explore further improvement and enhancement schemes. According to the progress of course development, this year?s exploratory learning topics are tentatively set as the design and manufacturing of permanent magnet synchronous motors and induction motors. Students are encouraged to choose based on their own learning situation. Due to curriculum scheduling constraints, motor control content will not be covered in this course and is planned to be included in the exploratory course on power electronics.",-
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3180,DESIGN & INNOVATION PROJ,Core,40231002,Design of Microwave Circuits,3,Approved,2025,1,"regular performance, actual circuit test results, laboratory report, and course defense",48hours,2,"It is a group project and no exam is required. It includes the prototype, lab and testing.",,Lin Dan ( NA ),http://zhjw.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=2002980810;40231002,"Microwave circuits are key components that make up transmitters and receivers in communication systems, such as radar systems, and other application systems. With the development of technology, the principles of various circuits are becoming increasingly mature, with diverse structures, higher frequency, and wider bandwidth. This course takes the CDMA communication system as an example and uses SystemVue software to construct a communication system. It mainly focuses on the typical unit circuits of the superheterodyne receiver part ? band pass filter and low noise amplifier. Under the performance requirements of the communication system, the entire process from software design to hardware implementation of the two types of circuits is completed, and joint simulation of software and hardware is carried out. The purposes of this course are to: 1.Establish and consolidate system level design concepts, deeply understand the role of microwave subsystems and the working principles of unit circuits; 2.By completing the complete design process of software simulation design and hardware circuit debugging for communication systems and unit circuits, we can deeply understand and study theoretical design and hardware implementation; 3.Software simulation and hardware design form a closed-loop training system, thinking about problems that arise in practical applications, proposing solutions, and implementing them. In order to further understand interdisciplinary applications, the dielectric parameters of different biological tissues in the microwave broadband are studied, and the relationship between the dielectric parameters of biological tissues and temperature is explored. The electromagnetic field and microwave laboratory provides students with an advanced design and research environment, which will lay a solid foundation for them to better adapt to scientific research work in the future.",NA
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3180,DESIGN & INNOVATION PROJ,Core,80231303,Machine Vision,3,Approved,2025,1,report and presentation,48hours,3 au,"It is a group project and we need to write a paper and a presentation.It is a group project, and we will be working on object detection. Our grades are based on the number of objects that we can detect.",,Lu Fang ( NA ),http://zhjwe.cic.tsinghua.edu.cn/js.vjsKcbBs.do?m=showToXs&p_id=2020990148;80231303,"Machine vision is a cutting-edge interdisciplinary field in artificial intelligence, aiming to explore the use of machines to replace human vision for measurement and judgment, thereby supporting intelligent decision- making in unmanned systems. Its characteristics include high throughput, high efficiency, and strong robustness.",NA
CHINA,Tsinghua University - Department Of Electrical Engineering,EE3180,DESIGN & INNOVATION PROJ,Core,40231233,Communication Systems Design and Implementation,3,Approved,2024,2,Project-based,80,3,"Hello Prof, I want to challenge myself by taking a technical course in Chinese Picture is obtained by logging in using my Tsinghua ID on Tsinghua infomation portal and only accessible to the students here",,NA ( NA ),,"To design and implement a simple communication system is one of the basic abilities of students majoring in electronic information. This course integrates the previous laboratory course? such as antenna system design, microwave circuit design, communication circuit design, baseband signal processing and other experimental courses. In the course, students cooperate in groups to complete the design and implementation of a typical digital communication system, such as ADS-B civil aviation dependent surveillance system, meteorological satellite signal receiver and so on. In the process of practice, students could understand the current design methodology of modern digital communication system. This course will inspire students' interest in research and exploration, cultivate students' research abilities, encourage students' communication and cooperation in the group, and exercise their awareness and ability to solve practical problems with existing knowledge.",NA
CHINA,Tsinghua University - Department Of Electrical Engineering,IE2108,DATA STRUCT & ALGOR IN PYTHON,Core,20230253,Data and Algorithm,3,Approved,2024,2,Examination,48,3,"Hello Prof, I want to challenge myself and take a technical course in Chinese. The teacher in charge of this course can speak in English and Chinese. PDF sent by teacher in charge in Tsinghua attached to Support Documents,",,NA ( NA ),,"Course Description: Data is the abstract description of the world and the carrier of information and knowledge. Algorithm is the system that processes the data, and helps us to obtain the information and knowledge in the data. This course introduces data representation, storage, access, and implementation, evaluation, and design strategies for various algorithms and different data types. The course content includes non-numeric data types (tables, trees, graphs), numeric data types (integers, floating-point numbers), non-numerical algorithms (Find, sort, search), numerical algorithms (interpolation, fitting), algorithm analysis methods (time, space complexity), and basic algorithm design strategies (divided governance, dynamic planning) and so on. The interaction between data and algorithms is the core idea and main clue of the course. The course is designed to help students improve their ability to solve real-world problems with modern computing methods, and to lay the groundwork for follow-up courses and future research and job",NA
